event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27197564580,true,2004-07-10 00:00:00.000,14.61,2.377,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564581,true,2004-07-10 00:00:00.000,14.593,2.383,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564582,true,2004-07-10 00:00:00.000,14.462,2.402,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564583,true,2004-07-11 00:00:00.000,14.632,2.371,"1","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564584,true,2004-07-11 00:00:00.000,14.614,2.376,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564585,true,2004-07-12 00:00:00.000,14.582,2.386,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564586,true,2004-07-13 00:00:00.000,14.635,2.412,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564587,true,2004-07-13 00:00:00.000,14.616,2.437,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564588,true,2004-07-13 00:00:00.000,14.644,2.399,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564589,true,2004-07-14 00:00:00.000,14.597,2.378,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564590,true,2004-07-16 00:00:00.000,14.582,2.39,"3","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
